prefix,asNumber,asName,asOrg,usage
1.0.0.2/31,13335,CLOUDFLARENET-AS,RIPE,美国亚太互联网络信息中心(CloudFlare节点)
1.1.1.2/31,13335,CLOUDFLARENET-AS,RIPE,美国亚太互联网络信息中心(CloudFlare节点)
1.2.4.10/31,24151_24409,CNNIC-CRITICAL-AP  ,APNIC  ,北京市中国互联网络信息中心
1.10.140.252/31,23969,TOT-NET,APNIC,泰国CZ88.NET
1.25.36.112/31,4837,CHINA169-Backbone,APNIC,内蒙古呼和浩特市蓝汛通信联通CDN节点
1.25.36.114/31,4837,CHINA169-Backbone,APNIC,内蒙古呼和浩特市联通IDC机房
1.25.36.64/31,4837,CHINA169-Backbone,APNIC,内蒙古呼和浩特市联通IDC机房
1.26.112.2/31,4837,CHINA169-Backbone,APNIC,内蒙古赤峰市巴林左旗联通
1.26.124.2/31,4837,CHINA169-Backbone,APNIC,内蒙古赤峰市巴林左旗联通林东镇新城区BRAS数据机房
1.27.100.2/31,4837,CHINA169-Backbone,APNIC,内蒙古赤峰市巴林左旗联通
1.29.28.2/31,4837,CHINA169-Backbone,APNIC,内蒙古赤峰市巴林左旗联通林东镇新城区BRAS数据机房
1.29.120.2/31,4837,CHINA169-Backbone,APNIC,内蒙古赤峰市巴林左旗联通
1.31.244.2/31,4837,CHINA169-Backbone,APNIC,内蒙古赤峰市巴林左旗联通林东镇新城区BRAS数据机房
1.83.0.60/31,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.83.146.196/31,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.84.98.206/31,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.84.98.56/31,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.85.0.44/31,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.85.17.144/31,4134,CHINANET-BACKBONE,APNIC,陕西省西安市西北大学
1.85.31.96/31,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.85.37.224/31,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.85.39.20/31,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.85.49.100/31,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.85.52.48/31,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.85.189.246/31,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.93.0.2/31,4847_4808,CNIX-AP CHINA169-BJ ,APNIC  ,北京市鹏博士酒仙桥数据中心
1.180.184.184/31,4134,CHINANET-BACKBONE,APNIC,内蒙古通辽市电信
1.192.217.128/31,4134,CHINANET-BACKBONE,APNIC,河南省郑州市电信
1.202.85.128/31,4847,CNIX-AP,APNIC,北京市电信
1.202.184.66/31,4847,CNIX-AP,APNIC,北京市电信
1.202.250.4/31,4847,CNIX-AP,APNIC,北京市电信
1.202.255.62/31,4847,CNIX-AP,APNIC,北京市电信
1.204.172.24/31,4134,CHINANET-BACKBONE,APNIC,贵州省贵阳市电信
1.204.235.56/31,4134,CHINANET-BACKBONE,APNIC,贵州省贵阳市电信
2.1.1.0/31,3215,AS3215,RIPE,法国OrangeS.A.公司AS3215-FR-TELECOM-20100712网络(ROASignedandValid)
4.0.0.10/31,3356,LEVEL3,ARIN,美国科罗拉多州布隆菲尔德市Level3通信股份有限公司
4.2.2.2/31,3356,LEVEL3,ARIN,美国科州布鲁姆菲尔德市县Level3公共DNS服务器
4.2.2.4/31,3356,LEVEL3,ARIN,美国科州布鲁姆菲尔德市县Level3公共DNS服务器
4.28.136.40/31,3356,LEVEL3,ARIN,美国科罗拉多州布隆菲尔德市Level3通信股份有限公司
4.28.136.46/31,3356,LEVEL3,ARIN,美国科罗拉多州布隆菲尔德市Level3通信股份有限公司
4.79.238.44/31,3356,LEVEL3,ARIN,美国科罗拉多州布隆菲尔德市Level3通信股份有限公司
5.10.143.6/31,4809,CHINATELECOM-CORE-WAN-CN2,APNIC,英国CZ88.NET
5.10.143.72/31,4809,CHINATELECOM-CORE-WAN-CN2,APNIC,英国CZ88.NET
5.35.160.144/31,8681,JT,RIPE,泽西岛JTGlobal
5.35.160.150/31,8681,JT,RIPE,泽西岛JTGlobal
5.144.17.116/31,15600,FINECOM,RIPE,瑞士CZ88.NET
5.145.65.112/31,15600,FINECOM,RIPE,瑞士CZ88.NET
5.150.250.26/31,8473,BAHNHOF,RIPE,
8.8.4.6/31,3356,LEVEL3,ARIN,美国加利福尼亚州圣克拉拉县山景市谷歌公司
8.8.8.10/31,3356,LEVEL3,ARIN,美国加利福尼亚州圣克拉拉县山景市谷歌公司
8.37.231.16/31,3356,LEVEL3,ARIN,美国科罗拉多州布隆菲尔德市Level3通信股份有限公司
8.37.231.20/31,3356,LEVEL3,ARIN,美国网宿科技网络CDN节点(加州洛城帕萨迪纳Level3通信公司机房)
12.17.136.128/31,7018,ATT-INTERNET4,ARIN,美国ATT用户
12.25.232.112/31,7018,ATT-INTERNET4,ARIN,美国ATT用户
12.32.34.34/31,7018,ATT-INTERNET4,ARIN,美国ATT用户
12.49.240.70/31,7018,ATT-INTERNET4,ARIN,美国ATT用户
12.127.16.64/31,7018,ATT-INTERNET4,ARIN,美国新泽西州莫里斯县莫里斯敦镇AT&T公司
12.127.16.70/31,7018,ATT-INTERNET4,ARIN,美国新泽西州莫里斯县莫里斯敦镇AT&T公司
