prefix,asNumber,asName,asOrg,usage
1.0.0.128/25,13335,CLOUDFLARENET-AS,RIPE,美国亚太互联网络信息中心(CloudFlare节点)
1.1.1.128/25,13335,CLOUDFLARENET-AS,RIPE,美国亚太互联网络信息中心(CloudFlare节点)
1.2.4.128/25,24151_24409,CNNIC-CRITICAL-AP  ,APNIC  ,北京市中国互联网络信息中心
1.10.140.0/25,23969,TOT-NET,APNIC,泰国CZ88.NET
1.25.36.128/25,4837,CHINA169-Backbone,APNIC,内蒙古呼和浩特市联通IDC机房
1.26.112.128/25,4837,CHINA169-Backbone,APNIC,内蒙古赤峰市巴林左旗联通
1.26.124.128/25,4837,CHINA169-Backbone,APNIC,内蒙古赤峰市巴林左旗联通林东镇新城区BRAS数据机房
1.27.100.128/25,4837,CHINA169-Backbone,APNIC,内蒙古赤峰市巴林左旗联通
1.29.28.128/25,4837,CHINA169-Backbone,APNIC,内蒙古赤峰市巴林左旗联通林东镇新城区BRAS数据机房
1.29.120.128/25,4837,CHINA169-Backbone,APNIC,内蒙古赤峰市巴林左旗联通
1.31.244.128/25,4837,CHINA169-Backbone,APNIC,内蒙古赤峰市巴林左旗联通林东镇新城区BRAS数据机房
1.83.0.128/25,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.83.146.0/25,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.85.0.128/25,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.85.17.0/25,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.85.31.128/25,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.85.37.0/25,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.85.39.128/25,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.85.49.128/25,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.85.52.128/25,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.85.189.0/25,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.93.0.128/25,4847_4808,CNIX-AP CHINA169-BJ ,APNIC  ,北京市鹏博士酒仙桥数据中心
1.180.184.0/25,4134,CHINANET-BACKBONE,APNIC,内蒙古通辽市电信
1.192.217.0/25,4134,CHINANET-BACKBONE,APNIC,河南省郑州市电信
1.202.85.0/25,4847,CNIX-AP,APNIC,北京市电信
1.202.184.128/25,4847,CNIX-AP,APNIC,北京市电信
1.202.250.128/25,4847,CNIX-AP,APNIC,北京市电信
1.202.255.128/25,4847,CNIX-AP,APNIC,北京市电信
1.204.172.128/25,4134,CHINANET-BACKBONE,APNIC,贵州省贵阳市电信
1.204.235.128/25,4134,CHINANET-BACKBONE,APNIC,贵州省贵阳市电信
1.209.111.128/25,10167,HANVIT-AS,APNIC,
1.209.181.0/25,18305,POSNET,APNIC,
1.209.181.128/25,18305,POSNET,APNIC,
1.232.51.0/25,9944,LGeShop-AS,APNIC,
1.237.4.0/25,38395,GOE-AS-KR,APNIC,
1.237.176.0/25,9272,HANCOMNET-AS,APNIC,
1.237.176.128/25,9272,HANCOMNET-AS,APNIC,
1.238.28.0/25,38411,GOEYI-AS-KR,APNIC,
1.238.28.128/25,38406,GOEHS-AS-KR,APNIC,
1.241.251.0/25,9766,SHINHANLIFE1,APNIC,
1.241.251.128/25,9766,SHINHANLIFE1,APNIC,
2.1.1.128/25,3215,AS3215,RIPE,法国OrangeS.A.公司AS3215-FR-TELECOM-20100712网络(ROASignedandValid)
4.0.0.128/25,3356,LEVEL3,ARIN,美国科罗拉多州布隆菲尔德市Level3通信股份有限公司
4.2.2.128/25,3356,LEVEL3,ARIN,美国科罗拉多州布隆菲尔德市Level3通信股份有限公司
4.28.136.128/25,3356,LEVEL3,ARIN,美国科罗拉多州布隆菲尔德市Level3通信股份有限公司
4.34.60.128/25,3356,LEVEL3,ARIN,
4.35.5.128/25,3356,LEVEL3,ARIN,
4.71.125.128/25,3356,LEVEL3,ARIN,
4.79.238.128/25,3356,LEVEL3,ARIN,美国科罗拉多州布隆菲尔德市Level3通信股份有限公司
5.10.143.128/25,4809,CHINATELECOM-CORE-WAN-CN2,APNIC,英国CZ88.NET
5.11.8.128/25,30844,LIQUID-AS,RIPE,英国CZ88.NET
5.11.14.0/25,30844,LIQUID-AS,RIPE,南非CZ88.NET
5.11.14.128/25,30844,LIQUID-AS,RIPE,赞比亚CZ88.NET
5.11.15.128/25,30844,LIQUID-AS,RIPE,南非CZ88.NET
5.23.4.128/25,6453,AS6453,ARIN,欧盟CZ88.NET
5.23.9.128/25,6453,AS6453,ARIN,欧盟CZ88.NET
5.23.16.128/25,6453,AS6453,ARIN,欧盟CZ88.NET
5.23.28.128/25,6453,AS6453,ARIN,欧盟CZ88.NET
5.49.1.128/25,21502,ASN-NUMERICABLE,RIPE,
5.49.3.0/25,21502,ASN-NUMERICABLE,RIPE,
5.49.3.128/25,21502,ASN-NUMERICABLE,RIPE,
5.49.15.0/25,21502,ASN-NUMERICABLE,RIPE,
5.49.15.128/25,21502,ASN-NUMERICABLE,RIPE,
5.49.26.0/25,21502,ASN-NUMERICABLE,RIPE,
5.49.28.0/25,21502,ASN-NUMERICABLE,RIPE,
5.49.48.128/25,21502,ASN-NUMERICABLE,RIPE,
5.49.49.0/25,21502,ASN-NUMERICABLE,RIPE,
5.49.58.0/25,21502,ASN-NUMERICABLE,RIPE,
5.49.58.128/25,21502,ASN-NUMERICABLE,RIPE,
5.49.63.0/25,21502,ASN-NUMERICABLE,RIPE,
5.49.65.0/25,21502,ASN-NUMERICABLE,RIPE,
5.49.68.0/25,21502,ASN-NUMERICABLE,RIPE,
5.49.71.0/25,21502,ASN-NUMERICABLE,RIPE,
5.49.72.0/25,21502,ASN-NUMERICABLE,RIPE,
5.49.77.0/25,21502,ASN-NUMERICABLE,RIPE,
5.49.77.128/25,21502,ASN-NUMERICABLE,RIPE,
5.49.78.128/25,21502,ASN-NUMERICABLE,RIPE,
5.49.79.0/25,21502,ASN-NUMERICABLE,RIPE,
5.49.86.0/25,21502,ASN-NUMERICABLE,RIPE,
5.49.88.0/25,21502,ASN-NUMERICABLE,RIPE,
5.49.93.0/25,21502,ASN-NUMERICABLE,RIPE,
5.49.95.0/25,21502,ASN-NUMERICABLE,RIPE,
5.49.130.0/25,21502,ASN-NUMERICABLE,RIPE,
5.49.139.128/25,21502,ASN-NUMERICABLE,RIPE,
5.49.174.128/25,21502,ASN-NUMERICABLE,RIPE,
5.49.181.128/25,21502,ASN-NUMERICABLE,RIPE,
5.49.252.128/25,21502,ASN-NUMERICABLE,RIPE,
5.49.255.128/25,21502,ASN-NUMERICABLE,RIPE,
5.62.82.128/25,14537,CL-1379-14537,ARIN,马恩岛Continent8数据中心
5.144.17.128/25,15600,FINECOM,RIPE,瑞士CZ88.NET
5.145.65.128/25,15600,FINECOM,RIPE,瑞士CZ88.NET
5.189.253.0/25,202023,LLHost,RIPE,
5.189.253.128/25,202023,LLHost,RIPE,
5.255.67.0/25,200429,hostslim,RIPE,
8.8.4.128/25,3356,LEVEL3,ARIN,美国加利福尼亚州圣克拉拉县山景市谷歌公司
8.8.8.128/25,3356,LEVEL3,ARIN,美国加利福尼亚州圣克拉拉县山景市谷歌公司
8.28.64.0/25,3257,GTT-BACKBONE,RIPE,
8.37.231.128/25,3356,LEVEL3,ARIN,美国科罗拉多州布隆菲尔德市Level3通信股份有限公司
9.9.9.128/25,19281,QUAD9-AS-1,ARIN,美国纽约IBM公司
12.5.176.0/25,7018,ATT-INTERNET4,ARIN,美国ATT用户
12.13.176.0/25,7018,ATT-INTERNET4,ARIN,美国ATT用户
12.13.176.128/25,7018,ATT-INTERNET4,ARIN,美国SpelmanCollege
12.17.136.0/25,7018,ATT-INTERNET4,ARIN,美国ATT用户
12.25.232.128/25,7018,ATT-INTERNET4,ARIN,美国ATT用户
12.25.238.0/25,7018,ATT-INTERNET4,ARIN,美国ATT用户
12.32.34.128/25,7018,ATT-INTERNET4,ARIN,美国ATT用户
12.38.254.128/25,7018,ATT-INTERNET4,ARIN,美国ATT用户
12.44.221.0/25,7018,ATT-INTERNET4,ARIN,美国ATT用户
12.44.221.128/25,7018,ATT-INTERNET4,ARIN,美国斯波丁尔大学
12.45.205.0/25,7018,ATT-INTERNET4,ARIN,美国ATT用户
12.49.240.128/25,7018,ATT-INTERNET4,ARIN,美国ATT用户
12.107.33.0/25,7018,ATT-INTERNET4,ARIN,美国ATT用户
12.111.69.0/25,7018,ATT-INTERNET4,ARIN,美国ATT用户
12.111.69.128/25,7018,ATT-INTERNET4,ARIN,美国SpringfieldCollege
12.111.76.0/25,7018,ATT-INTERNET4,ARIN,美国康涅狄格州米德尔塞克斯县克伦威尔镇Shaner酒店集团
12.111.76.128/25,7018,ATT-INTERNET4,ARIN,美国ATT用户
12.127.16.128/25,7018,ATT-INTERNET4,ARIN,美国新泽西州莫里斯县莫里斯敦镇AT&T公司
12.127.17.128/25,7018,ATT-INTERNET4,ARIN,美国新泽西州莫里斯县莫里斯敦镇AT&T公司
12.166.30.128/25,7018,ATT-INTERNET4,ARIN,美国ATT用户
12.175.96.128/25,7018,ATT-INTERNET4,ARIN,美国ATT用户
12.180.165.128/25,7018,ATT-INTERNET4,ARIN,美国ATT用户
12.207.192.128/25,7018,ATT-INTERNET4,ARIN,美国ATT用户
12.219.168.128/25,47094,COMVERGE-ASN,ARIN,
14.51.129.0/25,4766,KIXS-AS-KR,APNIC,
14.51.129.128/25,4766,KIXS-AS-KR,APNIC,
14.51.160.0/25,4766,KIXS-AS-KR,APNIC,
14.51.160.128/25,4766,KIXS-AS-KR,APNIC,
14.51.161.0/25,4766,KIXS-AS-KR,APNIC,
14.51.161.128/25,4766,KIXS-AS-KR,APNIC,
14.51.162.0/25,4766,KIXS-AS-KR,APNIC,
14.51.162.128/25,4766,KIXS-AS-KR,APNIC,
14.51.163.0/25,4766,KIXS-AS-KR,APNIC,
14.51.163.128/25,4766,KIXS-AS-KR,APNIC,
14.51.164.0/25,4766,KIXS-AS-KR,APNIC,
14.51.164.128/25,4766,KIXS-AS-KR,APNIC,
14.51.165.0/25,4766,KIXS-AS-KR,APNIC,
14.51.165.128/25,4766,KIXS-AS-KR,APNIC,
14.51.166.0/25,4766,KIXS-AS-KR,APNIC,
14.51.166.128/25,4766,KIXS-AS-KR,APNIC,
14.51.167.0/25,4766,KIXS-AS-KR,APNIC,
14.51.167.128/25,4766,KIXS-AS-KR,APNIC,
14.51.169.0/25,4766,KIXS-AS-KR,APNIC,
14.51.169.128/25,4766,KIXS-AS-KR,APNIC,
14.51.170.0/25,4766,KIXS-AS-KR,APNIC,
14.51.170.128/25,4766,KIXS-AS-KR,APNIC,
14.51.171.0/25,4766,KIXS-AS-KR,APNIC,
14.51.171.128/25,4766,KIXS-AS-KR,APNIC,
14.51.172.0/25,4766,KIXS-AS-KR,APNIC,
14.51.172.128/25,4766,KIXS-AS-KR,APNIC,
14.51.173.0/25,4766,KIXS-AS-KR,APNIC,
14.51.173.128/25,4766,KIXS-AS-KR,APNIC,
14.51.175.0/25,4766,KIXS-AS-KR,APNIC,
14.51.176.0/25,4766,KIXS-AS-KR,APNIC,
14.51.176.128/25,4766,KIXS-AS-KR,APNIC,
14.51.221.0/25,4766,KIXS-AS-KR,APNIC,
14.51.221.128/25,4766,KIXS-AS-KR,APNIC,
14.51.222.0/25,4766,KIXS-AS-KR,APNIC,
14.51.222.128/25,4766,KIXS-AS-KR,APNIC,
14.51.223.0/25,4766,KIXS-AS-KR,APNIC,
14.57.152.128/25,9945,YFGC-AS-KR,APNIC,
14.104.47.0/25,4134,CHINANET-BACKBONE,APNIC,重庆市电信
14.104.50.0/25,4134,CHINANET-BACKBONE,APNIC,重庆市电信
14.105.64.128/25,4134,CHINANET-BACKBONE,APNIC,重庆市电信
14.106.228.128/25,4134,CHINANET-BACKBONE,APNIC,重庆市电信
14.106.255.128/25,4134,CHINANET-BACKBONE,APNIC,重庆市电信
14.109.102.0/25,4134,CHINANET-BACKBONE,APNIC,重庆市电信
14.197.148.128/25,NA,NA, ,北京市鹏博士长城宽带
14.197.176.0/25,NA,NA, ,北京市鹏博士长城宽带
14.197.178.128/25,NA,NA, ,北京市鹏博士长城宽带
14.197.179.128/25,NA,NA, ,北京市鹏博士长城宽带
14.197.199.128/25,NA,NA, ,北京市鹏博士长城宽带
14.197.201.0/25,NA,NA, ,北京市鹏博士长城宽带
14.197.209.0/25,NA,NA, ,辽宁省大连市鹏博士长城宽带
14.197.211.0/25,NA,NA, ,辽宁省大连市鹏博士长城宽带
14.197.215.128/25,NA,NA, ,辽宁省大连市鹏博士长城宽带
14.197.240.0/25,NA,NA, ,中国鹏博士宽带/长城宽带/鹏博士互联节点
14.197.246.0/25,NA,NA, ,中国鹏博士宽带/长城宽带/鹏博士互联节点
14.197.249.128/25,NA,NA, ,中国鹏博士宽带/长城宽带/鹏博士互联节点
14.204.75.0/25,4837,CHINA169-Backbone,APNIC,云南省昆明市联通
14.204.84.128/25,4837,CHINA169-Backbone,APNIC,云南省昆明市联通
14.209.44.128/25,4134,CHINANET-BACKBONE,APNIC,广东省肇庆市电信
14.209.47.0/25,4134,CHINANET-BACKBONE,APNIC,广东省肇庆市怀集县电信
15.89.146.0/25,71,HP-INTERNET-AS,ARIN,美国惠普HP
15.90.145.128/25,71,HP-INTERNET-AS,ARIN,美国惠普HP
17.0.90.128/25,714,APPLE-ENGINEERING,ARIN,美国Apple
17.0.100.0/25,714,APPLE-ENGINEERING,ARIN,英国Apple
17.0.100.128/25,714,APPLE-ENGINEERING,ARIN,欧盟Apple
17.0.163.128/25,714,APPLE-ENGINEERING,ARIN,荷兰Apple
17.0.166.128/25,714,APPLE-ENGINEERING,ARIN,英国Apple
17.0.179.0/25,714,APPLE-ENGINEERING,ARIN,日本Apple
17.0.179.128/25,714,APPLE-ENGINEERING,ARIN,亚太地区Apple
17.0.182.0/25,714,APPLE-ENGINEERING,ARIN,新加坡Apple
17.0.182.128/25,714,APPLE-ENGINEERING,ARIN,亚太地区Apple
17.0.184.128/25,714,APPLE-ENGINEERING,ARIN,澳大利亚Apple
17.0.186.128/25,714,APPLE-ENGINEERING,ARIN,亚太地区Apple
17.0.190.128/25,714,APPLE-ENGINEERING,ARIN,香港Apple
17.1.0.0/25,714,APPLE-ENGINEERING,ARIN,美国Apple
17.1.2.0/25,714,APPLE-ENGINEERING,ARIN,美国Apple
17.1.3.128/25,714,APPLE-ENGINEERING,ARIN,美国Apple
17.91.1.0/25,714,APPLE-ENGINEERING,ARIN,亚太地区Apple
20.190.140.0/25,8075,MICROSOFT-CORP-MSN-AS-BLOCK,ARIN,新加坡Microsoft数据中心
20.190.140.128/25,8075,MICROSOFT-CORP-MSN-AS-BLOCK,ARIN,香港Microsoft数据中心
20.190.143.0/25,8075,MICROSOFT-CORP-MSN-AS-BLOCK,ARIN,英国Microsoft数据中心
20.190.143.128/25,8075,MICROSOFT-CORP-MSN-AS-BLOCK,ARIN,美国Microsoft数据中心
20.190.144.0/25,8075,MICROSOFT-CORP-MSN-AS-BLOCK,ARIN,美国Microsoft数据中心
20.190.144.128/25,8075,MICROSOFT-CORP-MSN-AS-BLOCK,ARIN,韩国Microsoft数据中心
20.190.145.0/25,8075,MICROSOFT-CORP-MSN-AS-BLOCK,ARIN,巴西Microsoft数据中心
20.190.145.128/25,8075,MICROSOFT-CORP-MSN-AS-BLOCK,ARIN,印度Microsoft数据中心
23.2.137.128/25,35994,AKAMAI-AS,ARIN,美国Akamai科技公司CDN网络节点
23.4.92.128/25,35994,AKAMAI-AS,ARIN,美国Akamai科技公司CDN网络节点
23.13.181.128/25,35994,AKAMAI-AS,ARIN,美国Akamai科技公司CDN网络节点
23.42.191.0/25,35994,AKAMAI-AS,ARIN,美国Akamai科技公司CDN网络节点
23.58.228.0/25,35994,AKAMAI-AS,ARIN,美国Akamai科技公司CDN网络节点
23.67.53.128/25,35994,AKAMAI-AS,ARIN,美国Akamai科技公司CDN网络节点
23.74.121.128/25,35994,AKAMAI-AS,ARIN,美国Akamai科技公司CDN网络节点
23.98.57.0/25,8075,MICROSOFT-CORP-MSN-AS-BLOCK,ARIN,日本Microsoft公司
23.128.25.0/25,12654,RIPE-NCC-RIS-AS,RIPE,
23.128.125.0/25,12654,RIPE-NCC-RIS-AS,RIPE,
24.38.42.0/25,6128,CABLE-NET-1,ARIN,
24.38.111.0/25,6128,CABLE-NET-1,ARIN,
24.154.1.128/25,27364,ACS-INTERNET,ARIN,美国宾夕法尼亚州巴特勒县巴特勒市Armstrong有线服务公司
24.159.64.128/25,20115,CHARTER-NET-HKY-NC,ARIN,美国密苏里州圣路易斯市Charter通信公司
24.177.176.128/25,20115,CHARTER-NET-HKY-NC,ARIN,美国密苏里州圣路易斯市Charter通信公司
24.178.162.128/25,20115,CHARTER-NET-HKY-NC,ARIN,美国密苏里州
24.197.96.128/25,20115,CHARTER-NET-HKY-NC,ARIN,美国密苏里州
24.217.201.128/25,20115,CHARTER-NET-HKY-NC,ARIN,美国密苏里州圣路易斯市Charter通信公司
24.233.167.0/25,30404,ADVANCED1,ARIN,美国佛罗里达州布劳沃德县珊瑚泉市AdvancedCable通信公司
24.237.132.128/25,8047,GCI,ARIN,美国阿拉斯加
27.1.16.0/25,45996,GNJ-AS-KR,APNIC,
27.1.16.128/25,45996,GNJ-AS-KR,APNIC,
