prefix,asNumber,asName,asOrg,usage
1.0.0.4/30,13335,CLOUDFLARENET-AS,RIPE,美国亚太互联网络信息中心(CloudFlare节点)
1.1.1.4/30,13335,CLOUDFLARENET-AS,RIPE,美国亚太互联网络信息中心(CloudFlare节点)
1.2.4.12/30,24151_24409,CNNIC-CRITICAL-AP  ,APNIC  ,北京市中国互联网络信息中心
1.10.140.248/30,23969,TOT-NET,APNIC,泰国CZ88.NET
1.25.36.116/30,4837,CHINA169-Backbone,APNIC,内蒙古呼和浩特市联通IDC机房
1.25.36.68/30,4837,CHINA169-Backbone,APNIC,内蒙古呼和浩特市蓝汛通信联通CDN节点
1.26.112.4/30,4837,CHINA169-Backbone,APNIC,内蒙古赤峰市巴林左旗联通
1.26.124.4/30,4837,CHINA169-Backbone,APNIC,内蒙古赤峰市巴林左旗联通林东镇新城区BRAS数据机房
1.27.100.4/30,4837,CHINA169-Backbone,APNIC,内蒙古赤峰市巴林左旗联通
1.29.28.4/30,4837,CHINA169-Backbone,APNIC,内蒙古赤峰市巴林左旗联通林东镇新城区BRAS数据机房
1.29.120.4/30,4837,CHINA169-Backbone,APNIC,内蒙古赤峰市巴林左旗联通
1.31.244.4/30,4837,CHINA169-Backbone,APNIC,内蒙古赤峰市巴林左旗联通林东镇新城区BRAS数据机房
1.83.0.56/30,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.83.146.192/30,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.84.98.200/30,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.84.98.60/30,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.85.0.40/30,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.85.17.148/30,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.85.31.100/30,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.85.37.228/30,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.85.39.16/30,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.85.49.96/30,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.85.52.52/30,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.85.189.240/30,4134,CHINANET-BACKBONE,APNIC,陕西省西安市电信
1.93.0.4/30,4847_4808,CNIX-AP CHINA169-BJ ,APNIC  ,北京市鹏博士酒仙桥数据中心
1.180.184.188/30,4134,CHINANET-BACKBONE,APNIC,内蒙古通辽市电信
1.192.217.132/30,4134,CHINANET-BACKBONE,APNIC,河南省郑州市电信
1.202.85.132/30,4847,CNIX-AP,APNIC,北京市电信
1.202.184.68/30,4847,CNIX-AP,APNIC,北京市电信
1.202.250.0/30,4847,CNIX-AP,APNIC,北京市电信
1.202.255.56/30,4847,CNIX-AP,APNIC,北京市电信
1.204.172.28/30,4134,CHINANET-BACKBONE,APNIC,贵州省贵阳市电信
1.204.235.60/30,4134,CHINANET-BACKBONE,APNIC,贵州省贵阳市电信
2.1.1.4/30,3215,AS3215,RIPE,法国OrangeS.A.公司AS3215-FR-TELECOM-20100712网络(ROASignedandValid)
4.0.0.12/30,3356,LEVEL3,ARIN,美国科罗拉多州布隆菲尔德市Level3通信股份有限公司
4.28.136.32/30,3356,LEVEL3,ARIN,美国科罗拉多州布隆菲尔德市Level3通信股份有限公司
4.79.238.40/30,3356,LEVEL3,ARIN,美国科罗拉多州布隆菲尔德市Level3通信股份有限公司
5.10.143.0/30,4809,CHINATELECOM-CORE-WAN-CN2,APNIC,英国CZ88.NET
5.10.143.76/30,4809,CHINATELECOM-CORE-WAN-CN2,APNIC,英国CZ88.NET
5.23.4.0/30,6453,AS6453,ARIN,法国CZ88.NET
5.23.4.4/30,6453,AS6453,ARIN,欧盟CZ88.NET
5.35.160.100/30,8681,JT,RIPE,俄罗斯CZ88.NET
5.35.160.128/30,8681,JT,RIPE,俄罗斯CZ88.NET
5.35.160.132/30,8681,JT,RIPE,泽西岛JTGlobal
5.35.160.96/30,8681,JT,RIPE,泽西岛JTGlobal
5.144.17.112/30,15600,FINECOM,RIPE,瑞士CZ88.NET
5.145.65.116/30,15600,FINECOM,RIPE,瑞士CZ88.NET
8.8.4.0/30,3356,LEVEL3,ARIN,美国加利福尼亚州圣克拉拉县山景市谷歌公司
